batter,match_phase,total_runs,balls_faced,dismissals,strike_rate,average,strike_rate_norm,average_norm,weighted_score,match_phase_num,dismissals_norm,will_perform
F du Plessis,Middle,1420,1166,37.0,121.78387650085763,38.37837837837838,0.43934659826527467,0.37468834147800933,0.407017469871642,1,0.3894736842105263,0
CA Pujara,Middle,128,115,3.0,111.30434782608695,42.666666666666664,0.3952424519670632,0.41820418204182036,0.40672331700444175,1,0.031578947368421054,1
YK Pathan,Middle,1729,1277,53.0,135.39545810493343,32.62264150943396,0.49663230309487094,0.3162814175311564,0.40645686031301365,1,0.5578947368421052,0
KA Pollard,Middle,1352,1061,38.0,127.42695570216777,35.578947368421055,0.46309606242449397,0.3462808312293649,0.40468844682692945,1,0.4,1
D Padikkal,Middle,561,436,16.0,128.6697247706422,35.0625,0.4683263805534805,0.34104012915129145,0.404683254852386,1,0.16842105263157894,1
SV Samson,Middle,1889,1391,59.0,135.80158159597414,32.016949152542374,0.49834151449357844,0.3101350928763525,0.4042383036849655,1,0.6210526315789474,0
Shahbaz Ahmed,Middle,162,142,4.0,114.08450704225352,40.5,0.4069430305529426,0.3962177121771217,0.40158037136503216,1,0.042105263157894736,0
SK Raina,Middle,3074,2306,95.0,133.30442324371205,32.357894736842105,0.4878319733953116,0.31359487279083315,0.40071342309307234,1,1.0,1
DJ Harris,Middle,54,37,2.0,145.94594594594594,27.0,0.5410350881531121,0.2592250922509225,0.4001300902020173,1,0.021052631578947368,1
DR Smith,Middle,1003,661,41.0,151.73978819969741,24.463414634146343,0.565419053722423,0.2334848348483485,0.3994519442853857,1,0.43157894736842106,1
SO Hetmyer,Middle,274,214,8.0,128.0373831775701,34.25,0.4656651076091698,0.33279520295202947,0.39923015528059963,1,0.08421052631578947,1
CA Lynn,Middle,508,367,17.0,138.41961852861036,29.88235294117647,0.5093597852073264,0.28847406121120034,0.39891692320926336,1,0.17894736842105263,0
Shubman Gill,Middle,804,622,24.0,129.2604501607717,33.5,0.47081250753847215,0.3251845018450184,0.39799850469174525,1,0.25263157894736843,0
AJ Finch,Middle,898,646,31.0,139.0092879256966,28.967741935483872,0.5118414679398029,0.27919295321985477,0.3955172105798288,1,0.3263157894736842,1
JM Sharma,Middle,150,101,6.0,148.5148514851485,25.0,0.5518465844754651,0.238929889298893,0.39538823688717906,1,0.06315789473684211,0
MK Tiwary,Middle,870,799,21.0,108.88610763454318,41.42857142857143,0.3850650458544362,0.4056404849762783,0.39535276541535724,1,0.22105263157894736,1
SPD Smith,Middle,1276,1081,34.0,118.03885291396854,37.529411764705884,0.42358529131221906,0.3660733666160191,0.39482932896411904,1,0.35789473684210527,1
AT Rayudu,Middle,2309,1888,65.0,122.29872881355932,35.52307692307692,0.44151340580272,0.3457138802157252,0.39361364300922264,1,0.6842105263157895,1
TL Suman,Middle,347,280,10.0,123.92857142857143,34.7,0.4483727617304929,0.3373616236162362,0.39286719267336456,1,0.10526315789473684,1
S Dhawan,Middle,2494,1947,76.0,128.0945043656908,32.81578947368421,0.46590550785194673,0.3182414060982715,0.3920734569751091,1,0.8,1
MM Ali,Middle,520,360,20.0,144.44444444444443,26.0,0.5347158686591441,0.24907749077490773,0.3918966797170259,1,0.21052631578947367,1
SS Iyer,Middle,1541,1191,48.0,129.3870696893367,32.104166666666664,0.4713453985095599,0.31102014145141443,0.3911827699804872,1,0.5052631578947369,0
RG Sharma,Middle,2759,2287,79.0,120.63839090511588,34.924050632911396,0.434525707377432,0.33963520014946985,0.3870804537634509,1,0.8315789473684211,0
TM Head,Middle,95,74,3.0,128.3783783783784,31.666666666666668,0.4671002200736878,0.306580565805658,0.3868403929396729,1,0.031578947368421054,1
SP Fleming,Middle,76,53,3.0,143.39622641509433,25.333333333333332,0.5303043380690157,0.2423124231242312,0.3863083805966234,1,0.031578947368421054,0
N Rana,Middle,1278,951,44.0,134.38485804416405,29.045454545454547,0.4923790914941947,0.2799815498154981,0.3861803206548464,1,0.4631578947368421,0
G Gambhir,Middle,1665,1329,51.0,125.2821670428894,32.64705882352941,0.4540695044805959,0.3165291947037117,0.38529934959215384,1,0.5368421052631579,0
JO Holder,Middle,62,48,2.0,129.16666666666669,31.0,0.470417810308021,0.29981549815498154,0.38511665423150127,1,0.021052631578947368,0
AC Gilchrist,Middle,611,410,27.0,149.02439024390245,22.62962962962963,0.5539910293887936,0.21487631542982097,0.3844336724093073,1,0.28421052631578947,0
SP Narine,Middle,250,147,18.0,170.06802721088434,13.88888888888889,0.6425552837786533,0.1261787617876179,0.3843670227831356,1,0.18947368421052632,1
RA Jadeja,Middle,1074,970,28.0,110.72164948453609,38.357142857142854,0.39279010762018857,0.3744728518713758,0.38363147974578216,1,0.29473684210526313,0
DJG Sammy,Middle,151,135,4.0,111.85185185185185,37.75,0.39754667751008105,0.3683118081180811,0.3829292428140811,1,0.042105263157894736,1
PP Shaw,Middle,429,285,20.0,150.5263157894737,21.45,0.560312033514711,0.20290590405904058,0.3816089687868758,1,0.21052631578947367,0
AM Rahane,Middle,1550,1264,47.0,122.62658227848102,32.97872340425532,0.442893209955181,0.31989479469262777,0.3813940023239044,1,0.49473684210526314,0
S Dube,Middle,442,338,15.0,130.76923076923077,29.466666666666665,0.4771623618833135,0.2842558425584255,0.3807091022208695,1,0.15789473684210525,1
DJ Hooda,Middle,728,554,25.0,131.40794223826714,29.12,0.4798504430887731,0.28073800738007376,0.38029422523442347,1,0.2631578947368421,0
P Dogra,Middle,54,76,1.0,71.05263157894737,54.0,0.22583907160398714,0.533210332103321,0.37952470185365406,1,0.010526315789473684,1
BB McCullum,Middle,1133,842,41.0,134.5605700712589,27.634146341463413,0.4931185931635783,0.26566015660156594,0.37938937488257213,1,0.43157894736842106,0
SA Yadav,Middle,1366,1069,45.0,127.78297474275024,30.355555555555554,0.4645944042238346,0.29327593275932756,0.37893516849158104,1,0.47368421052631576,0
JEC Franklin,Middle,151,138,4.0,109.42028985507247,37.75,0.3873132052455018,0.3683118081180811,0.37781250668179145,1,0.042105263157894736,1
BA Stokes,Middle,481,376,16.0,127.92553191489363,30.0625,0.46519437036460276,0.29030212177121767,0.37774824606791024,1,0.16842105263157894,1
DL Chahar,Middle,55,33,4.0,166.66666666666669,13.75,0.6282403171698691,0.12476937269372693,0.376504844931798,1,0.042105263157894736,1
Q de Kock,Middle,960,720,35.0,133.33333333333331,27.428571428571427,0.48795364440378164,0.26357406431207164,0.37576385435792664,1,0.3684210526315789,0
JA Morkel,Middle,320,262,10.0,122.13740458015268,32.0,0.4408344566044853,0.3099630996309963,0.3753987781177408,1,0.10526315789473684,1
V Shankar,Middle,353,310,10.0,113.87096774193549,35.3,0.4060443290145502,0.34345018450184495,0.37474725675819753,1,0.10526315789473684,1
MA Starc,Middle,37,34,1.0,108.8235294117647,37.0,0.3848016791345999,0.36070110701107005,0.372751393072835,1,0.010526315789473684,1
MA Agarwal,Middle,912,642,41.0,142.05607476635512,22.24390243902439,0.5246641755949073,0.21096210962109618,0.36781314260800174,1,0.43157894736842106,0
GC Smith,Middle,291,232,10.0,125.43103448275863,29.1,0.45469602801526976,0.2805350553505535,0.36761554168291166,1,0.10526315789473684,1
N Jagadeesan,Middle,61,50,2.0,122.0,30.5,0.4402561756633121,0.29474169741697415,0.3674989365401431,1,0.021052631578947368,1
BB Samantray,Middle,68,60,2.0,113.33333333333333,34.0,0.40378164074412937,0.3302583025830258,0.3670199716635776,1,0.021052631578947368,1
Ishan Kishan,Middle,940,718,36.0,130.9192200557103,26.11111111111111,0.4777936068218367,0.25020500205002044,0.36399930443592854,1,0.37894736842105264,1
RV Uthappa,Middle,2345,1793,91.0,130.78639152258785,25.76923076923077,0.47723458463303225,0.2467357365881351,0.36198516061058367,1,0.9578947368421052,0
MK Pandey,Middle,1902,1599,62.0,118.94934333958724,30.677419354838708,0.4274171814840818,0.296542078324009,0.3619796299040454,1,0.6526315789473685,0
SS Tiwary,Middle,869,756,27.0,114.94708994708995,32.18518518518518,0.4105732971240749,0.3118422850895175,0.36120779110679624,1,0.28421052631578947,1
KD Karthik,Middle,2426,1950,86.0,124.41025641025641,28.209302325581394,0.4503999812325522,0.2714966103149403,0.36094829577374626,1,0.9052631578947369,0
Mandeep Singh,Middle,652,542,22.0,120.29520295202951,29.636363636363637,0.4330813664952753,0.28597785977859774,0.35952961313693654,1,0.23157894736842105,0
M Kartik,Middle,34,31,1.0,109.6774193548387,34.0,0.3883953605052682,0.3302583025830258,0.359326831544147,1,0.010526315789473684,1
VR Iyer,Middle,210,164,8.0,128.0487804878049,26.25,0.4657130743311094,0.25161439114391143,0.3586637327375104,1,0.08421052631578947,1
S Vidyut,Middle,42,30,2.0,140.0,21.0,0.5160109789569992,0.19833948339483395,0.3571752311759166,1,0.021052631578947368,1
KP Pietersen,Middle,486,371,20.0,130.99730458221023,24.3,0.47812223337435245,0.23182656826568265,0.3549744008200175,1,0.21052631578947367,1
D Brevis,Middle,96,67,5.0,143.28358208955223,19.2,0.5298302631399272,0.18007380073800738,0.3549520319389673,1,0.05263157894736842,1
AP Majumdar,Middle,64,57,2.0,112.28070175438596,32.0,0.3993515352883582,0.3099630996309963,0.3546573174596772,1,0.021052631578947368,1
SR Tendulkar,Middle,967,805,34.0,120.12422360248448,28.441176470588236,0.4323617827734938,0.2738495767310614,0.3531056797522776,1,0.35789473684210527,0
Shakib Al Hasan,Middle,429,359,15.0,119.49860724233983,28.6,0.42972881364571214,0.2754612546125461,0.3525950341291291,1,0.15789473684210525,1
MP Stoinis,Middle,387,318,14.0,121.69811320754718,27.642857142857142,0.43898565485335517,0.2657485503426463,0.35236710259800075,1,0.14736842105263157,1
S Anirudha,Middle,34,32,1.0,106.25,34.0,0.37397072278133586,0.3302583025830258,0.35211451268218086,1,0.010526315789473684,0
RN ten Doeschate,Middle,108,88,4.0,122.72727272727273,27.0,0.4433169757963904,0.2592250922509225,0.35127103402365645,1,0.042105263157894736,1
AP Tare,Middle,73,45,7.0,162.22222222222223,10.428571428571429,0.609535427467724,0.09106483921982077,0.3503001333437724,1,0.07368421052631578,1
AC Voges,Middle,89,77,3.0,115.5844155844156,29.666666666666668,0.41325554591794317,0.2862853628536285,0.3497704543857858,1,0.031578947368421054,1
PC Valthaty,Middle,147,115,6.0,127.82608695652173,24.5,0.4647758462946021,0.2338560885608856,0.34931596742774385,1,0.06315789473684211,0
Yuvraj Singh,Middle,1655,1420,57.0,116.54929577464787,29.035087719298247,0.41731634086311103,0.27987635139509287,0.34859634612910195,1,0.6,1
Anuj Rawat,Middle,38,27,2.0,140.74074074074073,19.0,0.5191284605740234,0.17804428044280443,0.3485863705084139,1,0.021052631578947368,1
SM Pollock,Middle,66,62,2.0,106.4516129032258,33.0,0.3748192308827436,0.320110701107011,0.3474649659948773,1,0.021052631578947368,1
DPMD Jayawardene,Middle,823,716,28.0,114.94413407821229,29.392857142857142,0.4105608570537755,0.28350685292567207,0.3470338549897238,1,0.29473684210526313,0
NV Ojha,Middle,645,527,25.0,122.39089184060721,25.8,0.44190128313521804,0.2470479704797048,0.34447462680746144,1,0.2631578947368421,1
MK Lomror,Middle,133,111,5.0,119.81981981981981,26.6,0.43108066895807073,0.2551660516605166,0.3431233603092937,1,0.05263157894736842,1
Abhishek Sharma,Middle,238,175,12.0,136.0,19.833333333333332,0.4991765782250688,0.18650061500615003,0.3428385966156094,1,0.12631578947368421,1
Y Venugopal Rao,Middle,522,476,17.0,109.6638655462185,30.705882352941178,0.3883383179438291,0.2968309094855654,0.3425846137146973,1,0.17894736842105263,1
J Botha,Middle,204,180,7.0,113.33333333333333,29.142857142857142,0.40378164074412937,0.2809699525566684,0.34237579665039886,1,0.07368421052631578,1
KS Bharat,Middle,102,84,4.0,121.42857142857142,25.5,0.4378512612730363,0.24400369003690034,0.34092747565496834,1,0.042105263157894736,1
M Vijay,Middle,920,689,45.0,133.52685050798257,20.444444444444443,0.4887680808204208,0.19270192701927016,0.34073500391984546,1,0.47368421052631576,0
KH Pandya,Middle,716,582,29.0,123.02405498281787,24.689655172413794,0.4445660136513837,0.23578063366840565,0.34017332365989467,1,0.30526315789473685,1
KC Sangakkara,Middle,963,794,38.0,121.28463476070527,25.342105263157894,0.4372454893863169,0.24240143717226645,0.3398234632792917,1,0.4,0
AD Mathews,Middle,289,276,9.0,104.71014492753623,32.111111111111114,0.36749008844159814,0.31109061090610907,0.33929034967385363,1,0.09473684210526316,1
PD Collingwood,Middle,96,92,3.0,104.34782608695652,32.0,0.3659652333028363,0.3099630996309963,0.3379641664669163,1,0.031578947368421054,0
PJ Cummins,Middle,102,85,4.0,120.0,25.5,0.4318389752973468,0.24400369003690034,0.3379213326671236,1,0.042105263157894736,1
RE van der Merwe,Middle,70,56,3.0,125.0,23.333333333333332,0.4528819762122599,0.2220172201722017,0.3374495981922308,1,0.031578947368421054,1
C de Grandhomme,Middle,142,108,7.0,131.4814814814815,20.285714285714285,0.48015994036122145,0.19109119662625196,0.3356255684937367,1,0.07368421052631578,1
S Sohal,Middle,85,61,5.0,139.34426229508196,17.0,0.5132512411320925,0.1577490774907749,0.33550015931143373,1,0.05263157894736842,0
R Parag,Middle,214,203,7.0,105.41871921182266,30.571428571428573,0.3704721943041028,0.29546652609383234,0.33296936019896756,1,0.07368421052631578,1
KK Cooper,Middle,30,21,2.0,142.85714285714286,15.0,0.5280355509083782,0.13745387453874539,0.33274471272356176,1,0.021052631578947368,1
DJ Hussey,Middle,778,714,27.0,108.96358543417367,28.814814814814813,0.38539111893613814,0.27764110974443074,0.33151611434028444,1,0.28421052631578947,0
Mohammad Nabi,Middle,63,45,4.0,140.0,15.75,0.5160109789569992,0.14506457564575645,0.33053777730137784,1,0.042105263157894736,1
CL White,Middle,496,445,18.0,111.46067415730336,27.555555555555557,0.39590036699322556,0.26486264862648623,0.33038150780985587,1,0.18947368421052632,1
KK Nair,Middle,716,595,30.0,120.33613445378151,23.866666666666667,0.4332536308210385,0.22742927429274293,0.33034145255689074,1,0.3157894736842105,0
JH Kallis,Middle,995,993,31.0,100.20140986908359,32.096774193548384,0.3485146252495742,0.310945125580288,0.3297298754149311,1,0.3263157894736842,0
R McLaren,Middle,78,94,2.0,82.97872340425532,39.0,0.2760312238422457,0.3809963099630996,0.32851376690267264,1,0.021052631578947368,1
YBK Jaiswal,Middle,181,132,11.0,137.12121212121212,16.454545454545453,0.5038953117635644,0.1522140221402214,0.3280546669518929,1,0.11578947368421053,0
EJG Morgan,Middle,714,624,28.0,114.42307692307692,25.5,0.40836793581532843,0.24400369003690034,0.32618581292611437,1,0.29473684210526313,1
AL Menaria,Middle,296,267,11.0,110.86142322097379,26.90909090909091,0.39337835939293647,0.25830258302583026,0.32584047120938336,1,0.11578947368421053,1
MJ Guptill,Middle,52,39,3.0,133.33333333333331,17.333333333333332,0.48795364440378164,0.16113161131611314,0.32454262785994736,1,0.031578947368421054,1
KM Jadhav,Middle,567,481,24.0,117.87941787941787,23.625,0.42291429299663524,0.22497693726937268,0.32394561513300396,1,0.25263157894736843,1
WP Saha,Middle,898,800,35.0,112.25,25.65714285714286,0.39922232387923157,0.24559831312598843,0.32241031850261,1,0.3684210526315789,1
R Dravid,Middle,1068,916,45.0,116.5938864628821,23.733333333333334,0.4175040052417729,0.22607626076260764,0.3217901330021903,1,0.47368421052631576,0
MC Henriques,Middle,504,438,21.0,115.06849315068493,24.0,0.41108423466893945,0.2287822878228782,0.3199332612459088,1,0.22105263157894736,1
E Lewis,Middle,202,166,10.0,121.6867469879518,20.2,0.43893781897948625,0.19022140221402212,0.3145796105967542,1,0.10526315789473684,0
AS Raut,Middle,67,58,3.0,115.51724137931035,22.333333333333332,0.4129728365460455,0.21186961869618695,0.31242122762111624,1,0.031578947368421054,1
YV Takawale,Middle,42,31,3.0,135.48387096774192,14.0,0.49700439748546477,0.12730627306273062,0.31215533527409767,1,0.031578947368421054,0
MV Boucher,Middle,137,133,5.0,103.00751879699249,27.4,0.3603244157970407,0.26328413284132834,0.31180427431918456,1,0.05263157894736842,1
DJ Malan,Middle,25,23,1.0,108.69565217391303,25.0,0.38426349496797807,0.238929889298893,0.31159669213343555,1,0.010526315789473684,1
JDS Neesham,Middle,50,46,2.0,108.69565217391303,25.0,0.38426349496797807,0.238929889298893,0.31159669213343555,1,0.021052631578947368,0
HH Gibbs,Middle,367,334,15.0,109.88023952095809,24.466666666666665,0.3892489494935108,0.23351783517835176,0.31138339233593126,1,0.15789473684210525,1
R Powell,Middle,116,103,5.0,112.62135922330097,23.2,0.4007852263743683,0.2206642066420664,0.31072471650821737,1,0.05263157894736842,0
TM Dilshan,Middle,463,435,18.0,106.4367816091954,25.72222222222222,0.37475681189597343,0.24625871258712587,0.31050776224154963,1,0.18947368421052632,1
M Vohra,Middle,330,258,20.0,127.90697674418605,16.5,0.4651162790697676,0.1526752767527675,0.30889577791126754,1,0.21052631578947367,0
CM Gautam,Middle,46,41,2.0,112.19512195121952,23.0,0.39899136411309233,0.21863468634686348,0.3088130252299779,1,0.021052631578947368,1
SW Billings,Middle,254,211,13.0,120.37914691943128,19.53846153846154,0.4334346530918426,0.18350837354527394,0.30847151331855827,1,0.1368421052631579,1
NLTC Perera,Middle,137,114,7.0,120.17543859649122,19.571428571428573,0.432577326206642,0.18384290985767002,0.30821011803215603,1,0.07368421052631578,1
PA Patel,Middle,846,701,44.0,120.68473609129815,19.227272727272727,0.43472075573647906,0.18035055350553506,0.30753565462100707,1,0.4631578947368421,1
LRPL Taylor,Middle,550,492,24.0,111.78861788617887,22.916666666666668,0.3972805510305791,0.2177890528905289,0.307534801960554,1,0.25263157894736843,0
Y Nagar,Middle,104,125,3.0,83.2,34.666666666666664,0.2769624885635866,0.33702337023370227,0.3069929293986444,1,0.031578947368421054,1
BJ Rohrer,Middle,114,102,5.0,111.76470588235294,22.8,0.3971799149669018,0.21660516605166052,0.30689254050928116,1,0.05263157894736842,1
R Tewatia,Middle,251,258,9.0,97.28682170542635,27.88888888888889,0.33624828897068737,0.2682451824518245,0.30224673571125593,1,0.09473684210526316,1
STR Binny,Middle,465,389,25.0,119.53727506426735,18.6,0.4298915510481518,0.17398523985239853,0.3019383954502752,1,0.2631578947368421,0
Abdul Samad,Middle,75,63,4.0,119.04761904761905,18.75,0.4278307846468873,0.17550738007380073,0.301669082360344,1,0.042105263157894736,0
AR Patel,Middle,469,428,21.0,109.57943925233644,22.333333333333332,0.3879830014279485,0.21186961869618695,0.2999263100620677,1,0.22105263157894736,0
WPUJC Vaas,Middle,22,20,1.0,110.00000000000001,22.0,0.38975297346752075,0.20848708487084872,0.29912002916918473,1,0.010526315789473684,0
VVS Laxman,Middle,92,73,6.0,126.02739726027397,15.333333333333334,0.4572058805098448,0.14083640836408365,0.2990211444369642,1,0.06315789473684211,0
JR Philippe,Middle,26,20,2.0,130.0,13.0,0.4739249771271731,0.11715867158671586,0.2955418243569445,1,0.021052631578947368,1
B Akhil,Middle,27,21,2.0,128.57142857142858,13.5,0.4679126911514836,0.12223247232472326,0.2950725817381034,1,0.021052631578947368,1
SC Ganguly,Middle,630,628,25.0,100.31847133757962,25.2,0.3490072901673068,0.24095940959409592,0.29498334988070135,1,0.2631578947368421,1
DH Yagnik,Middle,73,58,5.0,125.86206896551724,14.6,0.4565100798182794,0.13339483394833948,0.29495245688330946,1,0.05263157894736842,0
MF Maharoof,Middle,42,33,3.0,127.27272727272727,14.0,0.4624469766281295,0.12730627306273062,0.2948766248454301,1,0.031578947368421054,1
M Kaif,Middle,183,164,9.0,111.58536585365854,20.333333333333332,0.3964251444893224,0.19157441574415743,0.29399978011673994,1,0.09473684210526316,0
SN Khan,Middle,191,175,9.0,109.14285714285714,21.22222222222222,0.386145601882107,0.20059450594505943,0.29337005391358323,1,0.09473684210526316,1
A Flintoff,Middle,23,22,1.0,104.54545454545455,23.0,0.3667969724694337,0.21863468634686348,0.2927158294081486,1,0.010526315789473684,1
AA Jhunjhunwala,Middle,124,124,5.0,100.0,24.8,0.3476669716376945,0.23690036900369002,0.29228367032069225,1,0.05263157894736842,0
SS Prabhudessai,Middle,59,45,5.0,131.11111111111111,11.8,0.4786011995527093,0.10498154981549816,0.2917913746841037,1,0.05263157894736842,1
SM Katich,Middle,75,61,5.0,122.95081967213115,15.0,0.4442577955094267,0.13745387453874539,0.290855835024086,1,0.05263157894736842,1
M Shahrukh Khan,Middle,119,117,5.0,101.7094017094017,23.8,0.3548611599846733,0.2267527675276753,0.2908069637561743,1,0.05263157894736842,1
CA Ingram,Middle,128,119,6.0,107.56302521008404,21.333333333333332,0.3794967209207563,0.2017220172201722,0.29060936907046425,1,0.06315789473684211,0
DJ Thornely,Middle,35,30,2.0,116.66666666666667,17.5,0.41781030802073815,0.16282287822878228,0.2903165931247602,1,0.021052631578947368,1
MS Bisla,Middle,268,227,16.0,118.06167400881058,16.75,0.4236813361761471,0.1552121771217712,0.28944675664895914,1,0.16842105263157894,1
MJ Lumb,Middle,53,40,5.0,132.5,10.6,0.48444647758462955,0.09280442804428043,0.288625452814455,1,0.05263157894736842,0
Gurkeerat Singh,Middle,225,218,10.0,103.21100917431193,22.5,0.36118082543626256,0.21356088560885608,0.2873708555225593,1,0.10526315789473684,1
UBT Chand,Middle,150,134,8.0,111.94029850746267,18.75,0.397918914121069,0.17550738007380073,0.2867131470974349,1,0.08421052631578947,1
FY Fazal,Middle,69,60,4.0,114.99999999999999,17.25,0.4107959743824337,0.1602859778597786,0.2855409761211062,1,0.042105263157894736,1
K Gowtham,Middle,50,38,5.0,131.57894736842107,10.0,0.4805701353108299,0.08671586715867159,0.2836430012347508,1,0.05263157894736842,1
JD Unadkat,Middle,23,23,1.0,100.0,23.0,0.3476669716376945,0.21863468634686348,0.283150828992279,1,0.010526315789473684,1
MD Mishra,Middle,80,63,7.0,126.98412698412697,11.428571428571429,0.46123237340071743,0.10121244069583553,0.2812224070482765,1,0.07368421052631578,1
JD Ryder,Middle,119,101,8.0,117.82178217821782,14.875,0.42267172737401837,0.13618542435424355,0.27942857586413095,1,0.08421052631578947,0
Washington Sundar,Middle,94,97,4.0,96.90721649484536,23.5,0.33465068241197504,0.22370848708487084,0.27917958474842297,1,0.042105263157894736,1
Misbah-ul-Haq,Middle,48,42,3.0,114.28571428571428,16.0,0.407789831394589,0.14760147601476015,0.2776956537046746,1,0.031578947368421054,1
M Manhas,Middle,224,230,10.0,97.3913043478261,22.4,0.3366880146386094,0.2125461254612546,0.274617070049932,1,0.10526315789473684,1
SA Asnodkar,Middle,145,126,10.0,115.07936507936508,14.5,0.41112999026997205,0.13238007380073802,0.271755032035355,1,0.10526315789473684,1
WA Mota,Middle,33,47,1.0,70.2127659574468,33.0,0.22230441299565906,0.320110701107011,0.27120755705133504,1,0.010526315789473684,1
K Rabada,Middle,53,62,2.0,85.48387096774194,26.5,0.2865743883363339,0.2541512915129151,0.2703628399246245,1,0.021052631578947368,1
A Badoni,Middle,59,58,3.0,101.72413793103448,19.666666666666668,0.35492317884973346,0.18480934809348096,0.2698662634716072,1,0.031578947368421054,0
D Wiese,Middle,22,23,1.0,95.65217391304348,22.0,0.32936870997255274,0.20848708487084872,0.26892789742170076,1,0.010526315789473684,0
MC Juneja,Middle,88,92,4.0,95.65217391304348,22.0,0.32936870997255274,0.20848708487084872,0.26892789742170076,1,0.042105263157894736,0
GH Vihari,Middle,145,161,6.0,90.06211180124224,24.166666666666668,0.3058423735459418,0.23047355473554737,0.26815796414074455,1,0.06315789473684211,1
HR Shokeen,Middle,42,43,2.0,97.67441860465115,21.0,0.33787952935168836,0.19833948339483395,0.26810950637326114,1,0.021052631578947368,1
JP Faulkner,Middle,74,85,3.0,87.05882352941177,24.666666666666668,0.2932027339755665,0.23554735547355474,0.26437504472456064,1,0.031578947368421054,1
DJ Bravo,Middle,527,555,25.0,94.95495495495496,21.08,0.3264343941379624,0.1991512915129151,0.26279284282543874,1,0.2631578947368421,0
R Sathish,Middle,105,102,6.0,102.94117647058823,17.5,0.3600452074699963,0.16282287822878228,0.2614340428493893,1,0.06315789473684211,0
AM Nayar,Middle,297,297,16.0,100.0,18.5625,0.3476669716376945,0.17360470479704798,0.26063583821737124,1,0.16842105263157894,1
KB Arun Karthik,Middle,26,21,3.0,123.80952380952381,8.666666666666666,0.44787173789918544,0.07318573185731857,0.260528734878252,1,0.031578947368421054,0
PK Garg,Middle,146,141,9.0,103.54609929078013,16.22222222222222,0.3625910857617463,0.14985649856498565,0.256223792163366,1,0.09473684210526316,1
Harbhajan Singh,Middle,146,136,10.0,107.35294117647058,14.6,0.378612561218449,0.13339483394833948,0.25600369758339425,1,0.10526315789473684,1
SB Styris,Middle,83,90,4.0,92.22222222222223,20.75,0.31493341465894087,0.19580258302583026,0.2553679988423856,1,0.042105263157894736,1
KV Sharma,Middle,96,101,5.0,95.04950495049505,19.2,0.3268323172664934,0.18007380073800738,0.2534530590022504,1,0.05263157894736842,1
P Negi,Middle,104,99,7.0,105.05050505050507,14.857142857142858,0.3689225281174048,0.136004217185029,0.2524633726512169,1,0.07368421052631578,1
B Chipli,Middle,125,117,9.0,106.83760683760684,13.88888888888889,0.37644372502560985,0.1261787617876179,0.25131124340661387,1,0.09473684210526316,0
R Ashwin,Middle,153,163,8.0,93.86503067484662,19.125,0.32184733861326126,0.17931273062730627,0.2505800346202838,1,0.08421052631578947,1
CH Morris,Middle,102,91,9.0,112.08791208791209,11.333333333333334,0.3985401606627591,0.1002460024600246,0.24939308156139184,1,0.09473684210526316,0
LR Shukla,Middle,184,175,13.0,105.14285714285714,14.153846153846153,0.3693112011501765,0.12886744252057905,0.2490893218353778,1,0.1368421052631579,1
Anirudh Singh,Middle,32,32,2.0,100.0,16.0,0.3476669716376945,0.14760147601476015,0.24763422382622732,1,0.021052631578947368,1
IK Pathan,Middle,395,423,22.0,93.3806146572104,17.954545454545453,0.31980862527279774,0.16743542435424352,0.24362202481352063,1,0.23157894736842105,1
RK Singh,Middle,109,110,7.0,99.0909090909091,15.571428571428571,0.3438409714713467,0.14325250395361097,0.2435467377124788,1,0.07368421052631578,1
BCJ Cutting,Middle,22,20,2.0,110.00000000000001,11.0,0.38975297346752075,0.09686346863468635,0.24330822105110356,1,0.021052631578947368,1
Lalit Yadav,Middle,133,138,8.0,96.37681159420289,16.625,0.3324184202500763,0.15394372693726938,0.24318107359367283,1,0.08421052631578947,0
MN Samuels,Middle,127,122,10.0,104.0983606557377,12.7,0.36491533304336093,0.11411439114391142,0.23951486209363618,1,0.10526315789473684,0
SP Goswami,Middle,104,106,7.0,98.11320754716981,14.857142857142858,0.33972621657546315,0.136004217185029,0.2378652168802461,1,0.07368421052631578,0
N Saini,Middle,53,49,5.0,108.16326530612245,10.6,0.3820228914987771,0.09280442804428043,0.23741365977152878,1,0.05263157894736842,0
MM Sharma,Middle,34,32,3.0,106.25,11.333333333333334,0.37397072278133586,0.1002460024600246,0.23710836262068025,1,0.031578947368421054,0
RV Patel,Middle,24,23,2.0,104.34782608695652,12.0,0.3659652333028363,0.1070110701107011,0.2364881517067687,1,0.021052631578947368,1
SM Curran,Middle,58,59,4.0,98.30508474576271,14.5,0.3405337509885714,0.13238007380073802,0.23645691239465472,1,0.042105263157894736,0
PP Chawla,Middle,145,164,8.0,88.41463414634147,18.125,0.29890879878606663,0.1691651291512915,0.23403696396867907,1,0.08421052631578947,1
Shoaib Malik,Middle,26,26,2.0,100.0,13.0,0.3476669716376945,0.11715867158671586,0.23241282161220517,1,0.021052631578947368,1
A Mishra,Middle,114,150,5.0,76.0,22.8,0.24666056724611168,0.21660516605166052,0.2316328666488861,1,0.05263157894736842,0
Sachin Baby,Middle,48,53,3.0,90.56603773584906,16.0,0.3079631963265378,0.14760147601476015,0.22778233617064897,1,0.031578947368421054,0
