batter,match_phase,total_runs,balls_faced,dismissals,strike_rate,average,strike_rate_norm,average_norm,weighted_score,match_phase_num,dismissals_norm,will_perform
JR Hopes,Death,63,45,4.0,140.0,15.75,0.5160109789569992,0.14506457564575645,0.44182169829475065,2,0.042105263157894736,0
NV Ojha,Death,404,287,28.0,140.7665505226481,14.428571428571429,0.5192370836268814,0.1316552451238798,0.4417207159262811,2,0.29473684210526313,1
Shakib Al Hasan,Death,322,229,22.0,140.6113537117904,14.636363636363637,0.5185839223003074,0.13376383763837638,0.4416199053679212,2,0.23157894736842105,1
DT Christian,Death,302,215,21.0,140.46511627906978,14.380952380952381,0.5179684674142004,0.13117202600597436,0.4406091791325552,2,0.22105263157894736,1
PP Shaw,Death,30,21,3.0,142.85714285714286,10.0,0.5280355509083782,0.08671586715867159,0.43977161415843685,2,0.031578947368421054,1
AB Agarkar,Death,123,89,7.0,138.20224719101125,17.571428571428573,0.5084449561561316,0.1635477069056405,0.43946550630603337,2,0.07368421052631578,0
KV Sharma,Death,214,153,15.0,139.86928104575162,14.266666666666667,0.5154608351422302,0.13001230012300125,0.4383711281383844,2,0.15789473684210525,0
PA Patel,Death,95,67,9.0,141.7910447761194,10.555555555555555,0.5235487703295054,0.09235342353423534,0.4373097009704514,2,0.09473684210526316,1
Shahbaz Ahmed,Death,102,72,11.0,141.66666666666669,9.272727272727273,0.5230253125953036,0.07933579335793359,0.4342874087478296,2,0.11578947368421053,0
Ankit Sharma,Death,48,34,5.0,141.1764705882353,9.6,0.52096227328992,0.08265682656826569,0.4333011839455891,2,0.05263157894736842,0
AA Jhunjhunwala,Death,69,49,7.0,140.81632653061226,9.857142857142858,0.5194465709431075,0.0852662098049552,0.43261049871547713,2,0.07368421052631578,1
M Morkel,Death,112,80,11.0,140.0,10.181818181818182,0.5160109789569992,0.08856088560885608,0.4305209602873706,2,0.11578947368421053,0
CM Gautam,Death,55,41,3.0,134.14634146341464,18.333333333333332,0.49137527056880836,0.1712792127921279,0.4273560590134723,2,0.031578947368421054,1
AS Yadav,Death,39,28,4.0,139.28571428571428,9.75,0.5130048359691545,0.0841789667896679,0.42723966213325715,2,0.042105263157894736,0
AB McDonald,Death,80,62,3.0,129.03225806451613,26.666666666666668,0.4698521382404157,0.25584255842558423,0.4270502222774495,2,0.031578947368421054,1
Shubman Gill,Death,213,159,13.0,133.96226415094338,16.384615384615383,0.4906005627578588,0.1515043996593812,0.4227813301381633,2,0.1368421052631579,1
TG Southee,Death,106,79,7.0,134.17721518987344,15.142857142857142,0.4915052057396322,0.13890353189246177,0.4209848709701981,2,0.07368421052631578,1
R Ashwin,Death,435,320,36.0,135.9375,12.083333333333334,0.49891354071363236,0.10785670356703568,0.4207021732843131,2,0.37894736842105264,1
Azhar Mahmood,Death,123,91,11.0,135.16483516483518,11.181818181818182,0.49566170334697346,0.09870848708487084,0.41627106009455295,2,0.11578947368421053,0
R Dhawan,Death,153,119,7.0,128.57142857142858,21.857142857142858,0.4679126911514836,0.2070374275171323,0.4157376384246133,2,0.07368421052631578,1
B Lee,Death,112,84,9.0,133.33333333333331,12.444444444444445,0.48795364440378164,0.11152111521115213,0.4126671385652557,2,0.09473684210526316,0
JD Unadkat,Death,141,106,11.0,133.0188679245283,12.818181818181818,0.4866301852267433,0.11531365313653136,0.41236687880870093,2,0.11578947368421053,1
JO Holder,Death,173,129,16.0,134.10852713178295,10.8125,0.49121612516578383,0.09496079335793359,0.4119650588042138,2,0.16842105263157894,0
S Gopal,Death,135,102,10.0,132.35294117647058,13.5,0.48382756579301445,0.12223247232472326,0.41150854709935625,2,0.10526315789473684,1
J Botha,Death,159,120,12.0,132.5,13.25,0.48444647758462955,0.11969557195571956,0.4114962964588476,2,0.12631578947368421,1
A Choudhary,Death,25,20,1.0,125.0,25.0,0.4528819762122599,0.238929889298893,0.41009155882958653,2,0.010526315789473684,0
DB Das,Death,117,91,7.0,128.57142857142858,16.714285714285715,0.4679126911514836,0.15484976278334212,0.4053001054778553,2,0.07368421052631578,1
NM Coulter-Nile,Death,73,55,10.0,132.72727272727275,7.3,0.48540297762621665,0.05931734317343173,0.4001858507356597,2,0.10526315789473684,0
JM Bairstow,Death,64,49,7.0,130.6122448979592,9.142857142857142,0.47650167111675423,0.07801792303637321,0.39680492150067803,2,0.07368421052631578,1
Joginder Sharma,Death,36,28,3.0,128.57142857142858,12.0,0.4679126911514836,0.1070110701107011,0.3957323669433271,2,0.031578947368421054,1
AJ Tye,Death,70,54,7.0,129.62962962962962,10.0,0.4723662363186609,0.08671586715867159,0.39523616248666305,2,0.07368421052631578,1
JDP Oram,Death,62,49,5.0,126.53061224489797,12.4,0.45932371118621296,0.111070110701107,0.3896729910891918,2,0.05263157894736842,1
PP Chawla,Death,423,332,40.0,127.40963855421687,10.575,0.463023181472459,0.09255073800738006,0.38892869277944325,2,0.42105263157894735,1
CJ Jordan,Death,74,58,8.0,127.58620689655173,9.25,0.4637662870303184,0.07910516605166051,0.3868340628345869,2,0.08421052631578947,1
R McLaren,Death,69,56,6.0,123.21428571428572,11.5,0.44536661874264816,0.10193726937269373,0.3766807488686573,2,0.06315789473684211,0
RV Gomez,Death,50,41,4.0,121.95121951219512,12.5,0.4400508780934105,0.1120848708487085,0.3744576766444701,2,0.042105263157894736,0
K Goel,Death,30,27,1.0,111.11111111111111,30.0,0.3944291958930569,0.28966789667896675,0.3734769360502389,2,0.010526315789473684,1
AS Raut,Death,120,103,6.0,116.50485436893203,20.0,0.4171293047548833,0.1881918819188192,0.3713418201876705,2,0.06315789473684211,1
D Padikkal,Death,66,53,10.0,124.52830188679245,6.6,0.45089678744670214,0.052214022140221396,0.371160234385406,2,0.10526315789473684,1
K Rabada,Death,132,108,13.0,122.22222222222223,10.153846153846153,0.4411914201484194,0.08827703661652,0.37060854344203953,2,0.1368421052631579,1
AT Carey,Death,32,27,2.0,118.5185185185185,16.0,0.4256040120632985,0.14760147601476015,0.37000350485359085,2,0.021052631578947368,1
SP Goswami,Death,26,21,4.0,123.80952380952381,6.5,0.44787173789918544,0.05119926199261992,0.36853724271787236,2,0.042105263157894736,0
AD Mascarenhas,Death,49,40,6.0,122.50000000000001,8.166666666666666,0.4423604757548034,0.06811193111931119,0.367510766827705,2,0.06315789473684211,1
RR Powar,Death,67,59,3.0,113.55932203389831,22.333333333333332,0.4047327368306792,0.21186961869618695,0.3661601132037807,2,0.031578947368421054,1
AA Bilakhia,Death,36,31,2.0,116.12903225806453,18.0,0.4155476197503174,0.16789667896678967,0.3660174315936119,2,0.021052631578947368,0
SP Narine,Death,110,90,15.0,122.22222222222223,7.333333333333333,0.4411914201484194,0.05965559655596555,0.36488425542992864,2,0.15789473684210525,1
S Aravind,Death,49,42,3.0,116.66666666666667,16.333333333333332,0.41781030802073815,0.15098400984009838,0.3644450483846102,2,0.031578947368421054,1
FY Fazal,Death,38,32,3.0,118.75,12.666666666666666,0.4265782250686186,0.1137761377613776,0.3640178076071704,2,0.031578947368421054,1
R Vinay Kumar,Death,262,219,27.0,119.63470319634703,9.703703703703704,0.43030158710265,0.08370917042503759,0.3609831037671275,2,0.28421052631578947,0
M Kaif,Death,54,45,6.0,120.0,9.0,0.4318389752973468,0.07656826568265683,0.36078483337440886,2,0.06315789473684211,0
P Dogra,Death,73,61,11.0,119.67213114754098,6.636363636363637,0.4304591063848935,0.052583025830258305,0.3548838902739665,2,0.11578947368421053,0
AL Menaria,Death,91,77,10.0,118.18181818181819,9.1,0.42418697496465124,0.0775830258302583,0.3548661851377727,2,0.10526315789473684,1
MG Johnson,Death,156,136,11.0,114.70588235294117,14.181818181818182,0.4095581507992036,0.12915129151291513,0.3534767789419459,2,0.11578947368421053,1
TA Boult,Death,53,46,4.0,115.21739130434783,13.25,0.4117108874656909,0.11969557195571956,0.3533078243636967,2,0.042105263157894736,1
RE van der Merwe,Death,53,46,5.0,115.21739130434783,10.6,0.4117108874656909,0.09280442804428043,0.34792959558140885,2,0.05263157894736842,1
Basil Thampi,Death,29,28,1.0,103.57142857142858,29.0,0.3626976865769182,0.279520295202952,0.346062208302125,2,0.010526315789473684,1
MJ McClenaghan,Death,55,47,10.0,117.02127659574468,5.5,0.41930271943314334,0.041051660516605165,0.3436525076498357,2,0.10526315789473684,1
CA Pujara,Death,47,41,5.0,114.6341463414634,9.4,0.4092562426081718,0.08062730627306273,0.34353045534115,2,0.05263157894736842,1
P Kumar,Death,292,254,33.0,114.96062992125984,8.848484848484848,0.4106302814618439,0.07503075030750307,0.3435103752309758,2,0.3473684210526316,1
UT Yadav,Death,175,154,16.0,113.63636363636364,10.9375,0.40505697413291203,0.09622924354243542,0.3432914280148167,2,0.16842105263157894,1
SP Jackson,Death,34,30,3.0,113.33333333333333,11.333333333333334,0.40378164074412937,0.1002460024600246,0.34307451308730846,2,0.031578947368421054,1
GH Vihari,Death,77,67,9.0,114.92537313432835,8.555555555555555,0.4104818997419127,0.07205822058220582,0.3427971639099713,2,0.09473684210526316,0
J Yadav,Death,31,27,4.0,114.81481481481481,7.75,0.4100166039781777,0.06388376383763839,0.34079003595006985,2,0.042105263157894736,1
CR Woakes,Death,63,56,6.0,112.5,10.5,0.4002744739249772,0.09178966789667897,0.3385775127193176,2,0.06315789473684211,0
RJ Harris,Death,96,85,11.0,112.94117647058823,8.727272727272727,0.4021312092998225,0.07380073800738007,0.33646511504133403,2,0.11578947368421053,1
R Rampaul,Death,35,31,4.0,112.90322580645163,8.75,0.4019714901277929,0.07403136531365313,0.336383465164965,2,0.042105263157894736,1
RD Chahar,Death,105,93,12.0,112.90322580645163,8.75,0.4019714901277929,0.07403136531365313,0.336383465164965,2,0.12631578947368421,1
A Mishra,Death,246,223,25.0,110.31390134529148,9.84,0.39107405872675294,0.08509225092250923,0.3298776971659042,2,0.2631578947368421,0
B Sumanth,Death,26,26,1.0,100.0,26.0,0.3476669716376945,0.24907749077490773,0.32794907546513713,2,0.010526315789473684,1
DR Sams,Death,27,24,6.0,112.5,4.5,0.4002744739249772,0.030904059040590404,0.32640039094809986,2,0.06315789473684211,0
DW Steyn,Death,163,148,20.0,110.13513513513513,8.15,0.3903217032219778,0.06794280442804429,0.3258459234631911,2,0.21052631578947367,0
DL Chahar,Death,24,22,3.0,109.09090909090908,8.0,0.3859269733011728,0.06642066420664207,0.32202571148226666,2,0.031578947368421054,1
CA Lynn,Death,36,33,5.0,109.09090909090908,7.2,0.3859269733011728,0.05830258302583025,0.3204020952461043,2,0.05263157894736842,0
SB Jakati,Death,28,29,1.0,96.55172413793103,28.0,0.33315455721361653,0.26937269372693723,0.32039818451628066,2,0.010526315789473684,1
M Markande,Death,27,25,3.0,108.0,9.0,0.3813357731015555,0.07656826568265683,0.32038227161777577,2,0.031578947368421054,1
M Kartik,Death,78,74,6.0,105.40540540540539,13.0,0.37041616181597886,0.11715867158671586,0.3197646637701263,2,0.06315789473684211,0
SK Warne,Death,136,127,14.0,107.08661417322836,9.714285714285714,0.37749169734387056,0.0838165524512388,0.3187566683653442,2,0.14736842105263157,1
DE Bollinger,Death,21,21,1.0,100.0,21.0,0.3476669716376945,0.19833948339483395,0.3178014739891224,2,0.010526315789473684,1
Navdeep Saini,Death,28,27,2.0,103.7037037037037,14.0,0.36325437972281527,0.12730627306273062,0.31606475839079834,2,0.021052631578947368,1
AS Joseph,Death,20,20,1.0,100.0,20.0,0.3476669716376945,0.1881918819188192,0.3157719536939194,2,0.010526315789473684,1
MM Patel,Death,39,37,4.0,105.40540540540539,9.75,0.37041616181597886,0.0841789667896679,0.31316872281071667,2,0.042105263157894736,1
DS Kulkarni,Death,99,97,7.0,102.06185567010309,14.142857142857142,0.3563444977881741,0.128755930416447,0.3108267843138287,2,0.07368421052631578,1
MM Sharma,Death,88,83,12.0,106.02409638554218,7.333333333333333,0.37301998478819226,0.05965559655596555,0.31034710714174696,2,0.12631578947368421,0
WPUJC Vaas,Death,53,50,8.0,106.0,6.625,0.3729185727355902,0.05246771217712177,0.3088284006238965,2,0.08421052631578947,0
Kuldeep Yadav,Death,95,95,7.0,100.0,13.571428571428571,0.3476669716376945,0.12295730100158145,0.30272503751047186,2,0.07368421052631578,1
Z Khan,Death,107,105,11.0,101.9047619047619,9.727272727272727,0.35568335293861375,0.08394833948339483,0.30133635024757,2,0.11578947368421053,1
KB Arun Karthik,Death,25,25,2.0,100.0,12.5,0.3476669716376945,0.1120848708487085,0.3005505514798973,2,0.021052631578947368,1
CJ Ferguson,Death,23,23,2.0,100.0,11.5,0.3476669716376945,0.10193726937269373,0.2985210311846943,2,0.021052631578947368,1
PWH de Silva,Death,22,21,7.0,104.76190476190477,3.142857142857143,0.3677079248899927,0.017132314180284658,0.2975928027480511,2,0.07368421052631578,1
SD Chitnis,Death,37,36,6.0,102.77777777777777,6.166666666666667,0.35935752770153506,0.04781672816728167,0.2970493677946844,2,0.06315789473684211,1
B Kumar,Death,238,236,28.0,100.84745762711864,8.5,0.35123358196225607,0.07149446494464945,0.29528575855873473,2,0.29473684210526313,1
MA Starc,Death,59,59,6.0,100.0,9.833333333333334,0.3476669716376945,0.08502460024600247,0.2951384973593561,2,0.06315789473684211,1
GB Hogg,Death,22,22,3.0,100.0,7.333333333333333,0.3476669716376945,0.05965559655596555,0.2900646966213487,2,0.031578947368421054,1
Imran Tahir,Death,29,30,3.0,96.66666666666667,9.666666666666666,0.3336383043610858,0.08333333333333333,0.28357731015553533,2,0.031578947368421054,1
M Rawat,Death,40,43,3.0,93.02325581395348,13.333333333333334,0.31830464477967624,0.12054120541205413,0.27875195690615184,2,0.031578947368421054,1
Mohammed Siraj,Death,96,104,7.0,92.3076923076923,13.714285714285714,0.31529312407628973,0.12440695835529783,0.2771158909320914,2,0.07368421052631578,0
Anureet Singh,Death,32,34,3.0,94.11764705882352,10.666666666666666,0.32291049997309085,0.09348093480934809,0.2770245869403423,2,0.031578947368421054,1
Mohammed Shami,Death,54,57,7.0,94.73684210526315,7.714285714285714,0.3255164443588386,0.06352134949920928,0.27311742538691275,2,0.07368421052631578,1
Shivam Mavi,Death,48,50,9.0,96.0,5.333333333333333,0.330832570905764,0.039360393603936034,0.27253813544539846,2,0.09473684210526316,1
I Sharma,Death,43,46,5.0,93.47826086956522,8.6,0.3202195791399818,0.07250922509225093,0.27067750833043563,2,0.05263157894736842,1
SL Malinga,Death,86,93,16.0,92.47311827956989,5.375,0.31598933585180383,0.039783210332103316,0.26074811074786375,2,0.16842105263157894,1
R Sharma,Death,65,70,14.0,92.85714285714286,4.642857142857143,0.31760554175924727,0.0323537163943068,0.2605551766862592,2,0.14736842105263157,1
JDS Neesham,Death,42,46,7.0,91.30434782608695,6.0,0.3110704483074109,0.04612546125461254,0.2580814508968512,2,0.07368421052631578,1
WD Parnell,Death,47,52,8.0,90.38461538461539,5.875,0.3071996621859386,0.0448570110701107,0.254731131962773,2,0.08421052631578947,1
R Shukla,Death,18,22,1.0,81.81818181818183,18.0,0.27114696831073787,0.16789667896678967,0.2504969104419482,2,0.010526315789473684,0
A Kumble,Death,34,40,3.0,85.0,11.333333333333334,0.28453796889295524,0.1002460024600246,0.24767957560636913,2,0.031578947368421054,1
AD Nath,Death,22,25,4.0,88.0,5.5,0.2971637694419031,0.041051660516605165,0.24594134765684353,2,0.042105263157894736,1
WA Mota,Death,23,26,5.0,88.46153846153845,4.6,0.2991062002955873,0.03191881918819187,0.24566872407410822,2,0.05263157894736842,0
JJ Bumrah,Death,51,59,7.0,86.4406779661017,7.285714285714286,0.2906012064447099,0.05917237743806009,0.24431544064337993,2,0.07368421052631578,1
AF Milne,Death,17,20,3.0,85.0,5.666666666666667,0.28453796889295524,0.04274292742927429,0.23617896060021906,2,0.031578947368421054,0
Sandeep Sharma,Death,39,47,5.0,82.97872340425532,7.8,0.2760312238422457,0.06439114391143912,0.2337032078560844,2,0.05263157894736842,0
L Balaji,Death,35,42,8.0,83.33333333333334,4.375,0.2775236352546509,0.029635608856088555,0.22794602997493843,2,0.08421052631578947,1
KW Richardson,Death,17,21,3.0,80.95238095238095,5.666666666666667,0.26750315862850177,0.04274292742927429,0.22255111238865627,2,0.031578947368421054,1
M Ashwin,Death,30,37,6.0,81.08108108108108,5.0,0.26804480601369907,0.035977859778597784,0.2216314167666788,2,0.06315789473684211,0
KMA Paul,Death,18,22,5.0,81.81818181818183,3.6,0.27114696831073787,0.02177121771217712,0.2212718181910257,2,0.05263157894736842,0
KL Nagarkoti,Death,16,20,3.0,80.0,5.333333333333333,0.26349496797804217,0.039360393603936034,0.21866805310322096,2,0.031578947368421054,1
RP Singh,Death,50,65,14.0,76.92307692307693,3.5714285714285716,0.2505454289534803,0.02148128624143384,0.20473260041107103,2,0.14736842105263157,1
CV Varun,Death,24,33,3.0,72.72727272727273,8.0,0.2328869666472595,0.06642066420664207,0.19959370615913602,2,0.031578947368421054,0
SK Trivedi,Death,42,57,7.0,73.68421052631578,6.0,0.23691433524341504,0.04612546125461254,0.19875656044565454,2,0.07368421052631578,0
VR Aaron,Death,49,70,5.0,70.0,9.8,0.22140896614821598,0.08468634686346864,0.19406444229126651,2,0.05263157894736842,1
AS Rajpoot,Death,25,35,5.0,71.42857142857143,5.0,0.22742125212390546,0.035977859778597784,0.18913257365484393,2,0.05263157894736842,1
A Nehra,Death,39,55,7.0,70.9090909090909,5.571428571428571,0.2252349663145638,0.041776489193463356,0.18854327089034373,2,0.07368421052631578,1
M Muralitharan,Death,20,28,6.0,71.42857142857143,3.3333333333333335,0.22742125212390546,0.019065190651906518,0.1857500398295057,2,0.06315789473684211,1
S Sreesanth,Death,34,50,4.0,68.0,8.5,0.21299176578225076,0.07149446494464945,0.18469230561473052,2,0.042105263157894736,0
PJ Sangwan,Death,22,34,7.0,64.70588235294117,3.142857142857143,0.1991281416500727,0.017132314180284658,0.16272897615611512,2,0.07368421052631578,0
NS Naik,Death,13,21,3.0,61.904761904761905,4.333333333333333,0.1873393456193091,0.029212792127921272,0.15571403492103153,2,0.031578947368421054,0
Arshdeep Singh,Death,19,31,4.0,61.29032258064516,4.75,0.18475341616739965,0.033440959409594094,0.15449092481583857,2,0.042105263157894736,1
Mustafizur Rahman,Death,12,22,1.0,54.54545454545454,12.0,0.15636696332030275,0.1070110701107011,0.14649578467838242,2,0.010526315789473684,0
S Kaul,Death,20,36,4.0,55.55555555555556,5.0,0.16061807461624483,0.035977859778597784,0.1356900316487154,2,0.042105263157894736,1
YS Chahal,Death,33,61,5.0,54.09836065573771,6.6,0.1544853238942301,0.052214022140221396,0.13403106354342836,2,0.05263157894736842,0
AB Dinda,Death,20,38,9.0,52.63157894736842,2.2222222222222223,0.14831222612799155,0.007790077900779008,0.12020779648254906,2,0.09473684210526316,1
S Nadeem,Death,30,64,13.0,46.875,2.3076923076923075,0.12408508691674293,0.008657394266250352,0.10099954838664442,2,0.1368421052631579,0
PV Tambe,Death,12,29,2.0,41.37931034482759,6.0,0.10095592642836863,0.04612546125461254,0.08998983339361742,2,0.021052631578947368,1
PP Ojha,Death,16,38,11.0,42.10526315789473,1.4545454545454546,0.10401117157027977,0.0,0.08320893725622382,2,0.11578947368421053,0
M Prasidh Krishna,Death,9,24,3.0,37.5,3.0,0.08462946020128088,0.01568265682656826,0.07084009952633837,2,0.031578947368421054,0
DP Conway,Middle,142,80,2.0,177.5,71.0,0.6738334858188474,0.7057195571955719,0.6897765215072096,1,0.021052631578947368,0
Kamran Akmal,Middle,51,20,2.0,254.99999999999997,25.5,1.0000000000000002,0.24400369003690034,0.6220018450184502,1,0.021052631578947368,1
A Ashish Reddy,Middle,61,41,1.0,148.78048780487805,61.0,0.5529645415392856,0.6042435424354243,0.578604041987355,1,0.010526315789473684,1
MN van Wyk,Middle,69,62,1.0,111.29032258064515,69.0,0.3951834253165305,0.6854243542435424,0.5403038897800365,1,0.010526315789473684,1
SE Marsh,Middle,1448,948,29.0,152.74261603375527,49.93103448275862,0.5696395551283389,0.4919200916147092,0.530779823371524,1,0.30526315789473685,1
CH Gayle,Middle,2003,1253,45.0,159.8563447725459,44.51111111111111,0.5995783952001018,0.43692086920869205,0.5182496322043969,1,0.47368421052631576,0
A Manohar,Middle,47,31,1.0,151.61290322580646,47.0,0.5648850455980877,0.46217712177121767,0.5135310836846527,1,0.010526315789473684,1
TH David,Middle,39,24,1.0,162.5,39.0,0.6107044830741081,0.3809963099630996,0.49585039651860385,1,0.010526315789473684,1
SD Chitnis,Middle,55,45,1.0,122.22222222222223,55.0,0.4411914201484194,0.5433579335793357,0.49227467686387755,1,0.010526315789473684,1
V Sehwag,Middle,1054,596,34.0,176.84563758389262,31.0,0.671079536034681,0.29981549815498154,0.48544751709483125,1,0.35789473684210527,1
RM Patidar,Middle,244,159,6.0,153.45911949685535,40.666666666666664,0.5726550317342496,0.39790897908979084,0.4852820054120202,1,0.06315789473684211,1
RD Gaikwad,Middle,520,361,12.0,144.0443213296399,43.333333333333336,0.5330319104449622,0.4249692496924969,0.4790005800687296,1,0.12631578947368421,1
DA Warner,Middle,2379,1714,53.0,138.79813302217036,44.886792452830186,0.5109528013741846,0.44073313374643175,0.4758429675603082,1,0.5578947368421052,0
Tilak Varma,Middle,280,210,6.0,133.33333333333331,46.666666666666664,0.48795364440378164,0.4587945879458794,0.4733741161748305,1,0.06315789473684211,0
AD Russell,Middle,936,579,27.0,161.6580310880829,34.666666666666664,0.6071609725573481,0.33702337023370227,0.4720921713955252,1,0.28421052631578947,1
KL Rahul,Middle,1595,1184,35.0,134.71283783783784,45.57142857142857,0.4937594273138648,0.44768054823405373,0.4707199877739593,1,0.3684210526315789,1
RS Bopara,Middle,222,203,4.0,109.35960591133005,55.5,0.38705781078876333,0.5484317343173432,0.46774477255305325,1,0.042105263157894736,0
TK Curran,Middle,58,57,1.0,101.75438596491229,58.0,0.3550504807306465,0.5738007380073801,0.4644256093690133,1,0.010526315789473684,0
DA Miller,Middle,1319,1076,27.0,122.58364312267658,48.851851851851855,0.44271249621620523,0.4809689763564302,0.4618407362863177,1,0.28421052631578947,0
LS Livingstone,Middle,305,193,9.0,158.03108808290156,33.888888888888886,0.5918966195620744,0.329130791307913,0.4605137054349937,1,0.09473684210526316,1
JC Buttler,Middle,1121,785,28.0,142.80254777070064,40.035714285714285,0.5278057820175874,0.39150632577754346,0.4596560538975655,1,0.29473684210526313,1
OA Shah,Middle,213,193,4.0,110.36269430051813,53.25,0.39127940876704803,0.5255996309963099,0.45843951988167897,1,0.042105263157894736,1
JR Hopes,Middle,187,126,5.0,148.41269841269843,37.4,0.5514166630360594,0.36476014760147596,0.4580884053187677,1,0.05263157894736842,0
DB Ravi Teja,Middle,153,133,3.0,115.0375939849624,51.0,0.41095419243442555,0.5027675276752767,0.4568608600548511,1,0.031578947368421054,1
JJ Roy,Middle,85,63,2.0,134.92063492063494,42.5,0.4946339621545479,0.41651291512915123,0.45557343864184957,1,0.021052631578947368,1
RR Pant,Middle,1693,1221,42.0,138.65683865683866,40.30952380952381,0.5103581498823953,0.3942848357054999,0.45232149279394757,1,0.4421052631578947,0
SR Watson,Middle,1997,1290,60.0,154.8062015503876,33.28333333333333,0.578324361511238,0.3229858548585485,0.4506551081848933,1,0.631578947368421,0
W Jaffer,Middle,53,31,2.0,170.96774193548387,26.5,0.6463418233332351,0.2541512915129151,0.45024655742307507,1,0.021052631578947368,0
AK Markram,Middle,354,277,8.0,127.79783393501805,44.25,0.4646569406231319,0.4342712177121771,0.4494640791676545,1,0.08421052631578947,1
KS Williamson,Middle,1177,912,27.0,129.05701754385964,43.592592592592595,0.4699563409897113,0.42760010933442666,0.448778225162069,1,0.28421052631578947,1
LMP Simmons,Middle,481,351,12.0,137.03703703703704,40.083333333333336,0.5035410524889026,0.39198954489544896,0.44776529869217574,1,0.12631578947368421,1
V Kohli,Middle,3191,2585,72.0,123.44294003868472,44.31944444444444,0.4463289333741536,0.4349759122591225,0.4406524228166381,1,0.7578947368421053,0
GJ Maxwell,Middle,1451,918,49.0,158.06100217864923,29.612244897959183,0.5920225160309118,0.2857331124331651,0.4388778142320385,1,0.5157894736842106,1
JP Duminy,Middle,911,862,18.0,105.6844547563805,50.611111111111114,0.3715905689655539,0.4988212382123821,0.43520590358896805,1,0.18947368421052632,1
PBB Rajapaksa,Middle,145,92,5.0,157.6086956521739,29.0,0.5901189387008235,0.279520295202952,0.43481961695188776,1,0.05263157894736842,0
N Pooran,Middle,559,367,18.0,152.31607629427793,31.055555555555557,0.5678444199027252,0.3003792537925379,0.43411183684763155,1,0.18947368421052632,1
AB de Villiers,Middle,2570,1932,66.0,133.02277432712216,38.93939393939394,0.48664662571341455,0.3803813038130381,0.43351396476322634,1,0.6947368421052632,0
RJ Quiney,Middle,37,27,1.0,137.03703703703704,37.0,0.5035410524889026,0.36070110701107005,0.4321210797499863,1,0.010526315789473684,0
JM Bairstow,Middle,530,376,15.0,140.95744680851064,35.333333333333336,0.5200404897704932,0.34378843788437885,0.43191446382743603,1,0.15789473684210525,1
A Symonds,Middle,609,475,15.0,128.21052631578945,40.6,0.4663937978523619,0.3972324723247232,0.4318131350885426,1,0.15789473684210525,0
HH Pandya,Middle,743,565,19.0,131.50442477876106,39.10526315789474,0.4802564995263504,0.38206447853952225,0.43116048903293636,1,0.2,1
B Sai Sudharsan,Middle,85,69,2.0,123.18840579710144,42.5,0.4452577005184508,0.41651291512915123,0.430885307823801,1,0.021052631578947368,1
DB Das,Middle,129,106,3.0,121.69811320754718,43.0,0.43898565485335517,0.4215867158671586,0.43028618536025687,1,0.031578947368421054,0
LA Pomersbach,Middle,131,110,3.0,119.0909090909091,43.666666666666664,0.428012975130999,0.4283517835178351,0.42818237932441705,1,0.031578947368421054,0
ST Jayasuriya,Middle,253,162,9.0,156.17283950617283,28.11111111111111,0.5840759942620267,0.27050020500204996,0.42728809963203834,1,0.09473684210526316,0
Salman Butt,Middle,73,54,2.0,135.1851851851852,36.5,0.49574734844634216,0.3556273062730627,0.42568732735970244,1,0.021052631578947368,1
S Badrinath,Middle,837,685,20.0,122.18978102189782,41.85,0.4410548881067978,0.40991697416974165,0.4254859311382697,1,0.21052631578947367,0
BJ Hodge,Middle,646,578,14.0,111.76470588235294,46.142857142857146,0.3971799149669018,0.4534791776489193,0.42532954630791053,1,0.14736842105263157,1
MR Marsh,Middle,193,182,4.0,106.04395604395604,48.25,0.37310356615022683,0.47486162361623613,0.4239825948832315,1,0.042105263157894736,1
HM Amla,Middle,194,153,5.0,126.79738562091502,38.8,0.4604464536653332,0.3789667896678966,0.4197066216666149,1,0.05263157894736842,1
DJM Short,Middle,65,39,3.0,166.66666666666669,21.666666666666668,0.6282403171698691,0.20510455104551045,0.4166724341076897,1,0.031578947368421054,1
Azhar Mahmood,Middle,243,181,7.0,134.25414364640883,34.714285714285715,0.4918289668558836,0.33750658935160777,0.41466777810374567,1,0.07368421052631578,1
MS Dhoni,Middle,1888,1835,40.0,102.8882833787466,47.2,0.35982260159399315,0.46420664206642065,0.4120146218302069,1,0.42105263157894735,1
ML Hayden,Middle,411,282,14.0,145.74468085106383,29.357142857142858,0.5401880438379631,0.283144438587243,0.4116662412126031,1,0.14736842105263157,0
MEK Hussey,Middle,887,697,24.0,127.2596843615495,36.958333333333336,0.4623920842297602,0.3602782902829028,0.4113351872563315,1,0.25263157894736843,1
CJ Anderson,Middle,311,254,8.0,122.44094488188976,38.875,0.44211193637391866,0.37972785977859774,0.41091989807625817,1,0.08421052631578947,1
RA Tripathi,Middle,824,590,26.0,139.66101694915253,31.692307692307693,0.5145843348271745,0.3068407607152994,0.41071254777123695,1,0.2736842105263158,1
R Vinay Kumar,Middle,48,48,1.0,100.0,48.0,0.3476669716376945,0.4723247232472324,0.4099958474424634,1,0.010526315789473684,1
